"ID","Title","Keywords","FirstLevel"
"352","Ontology-Based Skills Management: Goals, Opportunities and Challenges","skills management,ontologies,RDF","H"
"352","Ontology-Based Skills Management: Goals, Opportunities and Challenges","skills management,ontologies,RDF","I"
"352","Ontology-Based Skills Management: Goals, Opportunities and Challenges","skills management,ontologies,RDF","K"
"353","Fostering Knowledge Communication: Concept And Implementation","knowledge management,knowledge transfer,knowledge tools","A"
"353","Fostering Knowledge Communication: Concept And Implementation","knowledge management,knowledge transfer,knowledge tools","H"
"354","The Knowledge-Attention-Gap: Do We Underestimate the Problem of Information Overload in Knowledge Management","knowledge management,information overload,document-explosion,intelligent agents,positive ignorance","A"
"356","Efficient Content-Based and Metadata Retrieval in Image Database","image database,image data model,image data repository model,multi-criteria queries,similarity-based operations","H"
"357","Topic Map Generation Using Text Mining","topic maps,text mining,corpora,semantic relations,knowledge management","H"
"357","Topic Map Generation Using Text Mining","topic maps,text mining,corpora,semantic relations,knowledge management","I"
"358","Knowledge Nodes: the Building Blocks of a Distributed Approach to Knowledge Management","distributed knowledge management,knowledge nodes,context,epistemology","H"
"359","Instance Cooperative Memory to Improve Query Expansion in Information Retrieval Systems","cooperative memory relevance feedback,information retrieval,query expansion,user modeling,instance based learning","H"
"360","Usage-Centered Interface Design for Knowledge Management Software","user interface design,usage-centered design,knowledge management,interaction patterns,call center","H"
"361","Automated Retrieval of Information in the Internet by Using Thesauri and Gazetteers as Knowledge Sources","information retrieval,Internet,Thesaurus,Gazetteer","H"
"362","What to Expect from Software Experience Exploitation","process improvement,systematic learning from experience","H"
"362","What to Expect from Software Experience Exploitation","process improvement,systematic learning from experience","K"
"363","Shark - a System for Management, Synchronization and Exchange of Knowledge in Mobile User Groups","knowledge management,information systems,knowledge work processes","C"
"363","Shark - a System for Management, Synchronization and Exchange of Knowledge in Mobile User Groups","knowledge management,information systems,knowledge work processes","H"
"364","Managing User Focused Access to Distributed Knowledge","knowledge portal,information integration,ontology","H"
"366","Extracting and Visualizing Knowledge from Film and Video Archives","digital video library,visualization,metadata extraction,video summarization,video collage","H"
"366","Extracting and Visualizing Knowledge from Film and Video Archives","digital video library,visualization,metadata extraction,video summarization,video collage","I"
"367","A Framework for Semantics of UML Sequence Diagrams in PVS","formal semantics,UML,PVS,formal methods,object-orientation","D"
"368","Bounded Flooding Routing Algorithm for Provisioning the Globally Optimal Route in a Hierarchical ATM Network","ATM,hierarchical network management,hierarchical QoS routing,inter-domain network management system,ATM VP optimal route provision","C"
"368","Bounded Flooding Routing Algorithm for Provisioning the Globally Optimal Route in a Hierarchical ATM Network","ATM,hierarchical network management,hierarchical QoS routing,inter-domain network management system,ATM VP optimal route provision","G"
"369","Heyting Algebras and Formal Languages","lattices,automata,formal languages","F"
"371","Co-operative and Interactive Distance Learning: Application of Team-Oriented and Selective Learning Strategies in a European Bank","computer mediated communication,Web based training,computer supported learning strategies","H"
"371","Co-operative and Interactive Distance Learning: Application of Team-Oriented and Selective Learning Strategies in a European Bank","computer mediated communication,Web based training,computer supported learning strategies","J"
"372","Webs, Grids and Knowledge Spaces: Programmes, Projects and Prospects","semantic web,grid computing,knowledge technologies,European research funding","A"
"372","Webs, Grids and Knowledge Spaces: Programmes, Projects and Prospects","semantic web,grid computing,knowledge technologies,European research funding","H"
"372","Webs, Grids and Knowledge Spaces: Programmes, Projects and Prospects","semantic web,grid computing,knowledge technologies,European research funding","K"
"374","Extentions of Affine Arithmetic: Application to Unconstrained Global Optimization","affine arithmetic,interval arithmetic,inclusion functions,global optimization,branch and bound algorithm","G"
"375","Finding Plagiarisms among a Set of Programs with JPlag","plagiarism,similarity,search,token,string tiling","F"
"375","Finding Plagiarisms among a Set of Programs with JPlag","plagiarism,similarity,search,token,string tiling","H"
"375","Finding Plagiarisms among a Set of Programs with JPlag","plagiarism,similarity,search,token,string tiling","I"
"375","Finding Plagiarisms among a Set of Programs with JPlag","plagiarism,similarity,search,token,string tiling","K"
"377","On the Simplification of HD0L Power Series","Formal power series,Lindenmayer systems,D0L power series","F"
"378","On the Semiautomatic Generation of WordNet Type Synsets and Clusters","WordNet,e-set,synset,synset id,cluster","J"
"380","An Architecture for a Three-Tier Path-Finder","route finding,A* search,island search,search control rules","I"
"382","The Design of an Object-based System for Representing and Classifying Spatial Structures and Relations","Object-based knowledge representation,topological relations,classification,relation reification,landscape analysi,s","I"
"383","Spatial-reasoning for Agents in Multiple Dimensions","multi-dimensional spatial reasoning,reasoning with disjunction,qualitative reasoning,multi-agent reasoning","I"
"384","Reasoning with Intervals on Granules","time,granularity,intervals","G"
"384","Reasoning with Intervals on Granules","time,granularity,intervals","I"
"385","Scheduling Tasks to a Team of Autonomous Mobile Service Robots in Indoor Enviroments","Job scheduling,autonomous mobile service robots,robot teams human machine interface (HMI),NP-hard problems,XML,telerobotics","D"
"385","Scheduling Tasks to a Team of Autonomous Mobile Service Robots in Indoor Enviroments","Job scheduling,autonomous mobile service robots,robot teams human machine interface (HMI),NP-hard problems,XML,telerobotics","I"
"386","Mental Models to Represent Dynamics - Using the Example ""factorial""","mental model,presentation of dynamics,animation","H"
"387","An Object-oriented Approach to Design, Specification, and Implementation of Hyperlink Structures Based on Usual Software Development","hypermedia,software engineering,systems development,methodologies,object-oriented languages","D"
"387","An Object-oriented Approach to Design, Specification, and Implementation of Hyperlink Structures Based on Usual Software Development","hypermedia,software engineering,systems development,methodologies,object-oriented languages","I"
"387","An Object-oriented Approach to Design, Specification, and Implementation of Hyperlink Structures Based on Usual Software Development","hypermedia,software engineering,systems development,methodologies,object-oriented languages","K"
"388","The TrailTRECer Framework: Applying Open Hypermedia Concepts to Trails","open hypermedia,trails,trail-based system,navigation support","H"
"389","Research in Structural Computing","structural computing,open hypermedia,hypermedia  architectures","D"
"389","Research in Structural Computing","structural computing,open hypermedia,hypermedia  architectures","H"
"390","XML and MPEG-7 for Interactive Annotation and Retrieval using Semantic Meta-data","MPEG-7,content-based Multimedia Retrieval,Hypermedia systems,Web-based services,XML,Semantic Web,Multimedia","H"
"391","Design for All as a Challenge for Hypermedia Engineering","hypermedia engineering,functional programming,design techniques","D"
"391","Design for All as a Challenge for Hypermedia Engineering","hypermedia engineering,functional programming,design techniques","H"
"392","Components of a Model of Context-Sensitive Hypertexts","hypertext authoring,context modelling,coherence relations,systemic functional linguistics","H"
"392","Components of a Model of Context-Sensitive Hypertexts","hypertext authoring,context modelling,coherence relations,systemic functional linguistics","I"
"393","Software for a Multimedia Encyclopedia","information retrieval,software development,natural language processing","H"
"395","Towards an XML-based Implementation of Structured Hypermedia Documents","hypermedia,document structuring,XML-based document notation","H"
"396","HWOES: A Hyperwave Online Employment Service","e-commerce,online employment services,interactive negotiations","J"
"397","Modelling Agents as Observable Sources","multi-agent systems,coordination patterns,formal models","D"
"397","Modelling Agents as Observable Sources","multi-agent systems,coordination patterns,formal models","F"
"397","Modelling Agents as Observable Sources","multi-agent systems,coordination patterns,formal models","I"
"399","On the Computational Complexity of Synchronized Context-Free Languages","formal languages,synchronized grammars,decision problems,computational complexity","F"
"400","Additive Distances and Quasi_Distances Between Words","some words","F"
"402","Finding Median Partitions Using Information-Theoretical-Based Genetic Algorithms","categorical attributes,clustering,genetic algorithm,median partition,partitioning,Shannon entropy,Gini index","E"
"402","Finding Median Partitions Using Information-Theoretical-Based Genetic Algorithms","categorical attributes,clustering,genetic algorithm,median partition,partitioning,Shannon entropy,Gini index","H"
"403","On Quasi-Products of Tree Automata","tree automata,products,complete sets","F"
"404","Descriptional Complexity of Machines with Limited Resources","descriptional complexity,nondeterminism,ambiguity,formal languages,finite automata,pushdown automata,parsers,cellular automata,software reliability","F"
"405","Simply Normal Numbers to Different Bases","randomness,invariance properties","F"
"405","Simply Normal Numbers to Different Bases","randomness,invariance properties","G"
"406","Word Operation Closure and Primitivity of Languages","Word operation,primitivity,closure,right residual,base,dense","F"
"407","Shuffle Decomposition of Regular Languages","regular language,shuffle product,shuffle  decomposition,<,img src=""shuffle_decomposition_of_regular/images/img1.gif"",>,(nX)","F"
"408","Some Remarks on Codes Defined by Petri Nets","Petri nets,codes,formal languages","F"
"409","Synchronization and Stability of Finite Automata","finite automata,synchronization","F"
"410","Error-Correction, and Finite-Delay Decodability","channel,decidability,decoding delay,error-correction,error-detection,regular language,transducer,unique decodability","F"
"411","Bridging Two Hierarchies of Infinite Words","ultimately periodic infinite,uniformly recurrent,disjunctive,random infinite words","F"
"412","Tiling the Hyperbolic Plane with a Single Pentagonal Tile","Hyperbolic plane,tilings","F"
"412","Tiling the Hyperbolic Plane with a Single Pentagonal Tile","Hyperbolic plane,tilings","G"
"413","On the Power of P Systems with Symport Rules","molecular computing,membrane computing,symport,antiport,computational universality","F"
"414","Generation of Constants and Synchronization of Finite Automata","synchronization of finite automata,functions over a finite domain,functional compositions,complexity of compositions","F"
"415","How Large is the Set of Disjunctive Sequences?","Ï‰-languages,nowhere dense sets,entropy,subword complexity","F"
"416","A Fast and Simple Algorithm for Constructing Minimal Acyclic Deterministic Finite Automata","minimal acyclic deterministic finite automata,automata construction algorithms","F"
"417","Rationally Additive Semirings","semiring,complete semiring,iteration semiring,fixed point,power series","F"
"418","DisCo Toolset - The New Generation","tools,reactive systems,formal specification,real time,animation,TLA","D"
"419","The Korrigan Environment","computer-aided software engineering,software libraries","D"
"420","Fred: An Approach to Generating Real, Correct, Reusable Programs from Proofs","program synthesis,proofs as programs,reusable software","D"
"420","Fred: An Approach to Generating Real, Correct, Reusable Programs from Proofs","program synthesis,proofs as programs,reusable software","F"
"421","Declarative Term Graph Attribution for Program Generation","program generation,term graph attribution,declarative attribute grammars,graph traversals","D"
"421","Declarative Term Graph Attribution for Program Generation","program generation,term graph attribution,declarative attribute grammars,graph traversals","F"
"423","RAVEN: Real-Time Analyzing and Verification Environment","formal verification,model checking,analysis,real-time systems","C"
"423","RAVEN: Real-Time Analyzing and Verification Environment","formal verification,model checking,analysis,real-time systems","F"
"423","RAVEN: Real-Time Analyzing and Verification Environment","formal verification,model checking,analysis,real-time systems","I"
"424","An Open Software Architecture for the Verification of Industrial Controllers","model checking,formal verification,logic controller,process control event diagram,tool development ","D"
"424","An Open Software Architecture for the Verification of Industrial Controllers","model checking,formal verification,logic controller,process control event diagram,tool development ","I"
"424","An Open Software Architecture for the Verification of Industrial Controllers","model checking,formal verification,logic controller,process control event diagram,tool development ","J"
"425","A Practical Extension Mechanism for Decision Procedures: the Case Study of Universal Presburger Arithmetic","affnization,augmentation,formal verification,decision procedures,lemma speculation,universal arithmetic over integers,universal Presburger Arithmetic over integers","F"
"425","A Practical Extension Mechanism for Decision Procedures: the Case Study of Universal Presburger Arithmetic","affnization,augmentation,formal verification,decision procedures,lemma speculation,universal arithmetic over integers,universal Presburger Arithmetic over integers","I"
"426","Verification of Parameterized Protocols","parameterized systems,verification,abstraction,model checking,WS1S","F"
"427","Modeling Sequences within the RelView System","relational algebra,relational modelling and programming,formal program derivation,equivalence classes,RelView system","D"
"427","Modeling Sequences within the RelView System","relational algebra,relational modelling and programming,formal program derivation,equivalence classes,RelView system","G"
"428","Diagram Refinements for the Design of Reactive Systems","refinement,abstraction,verification,temporal logic,TLA,diagrams","D"
"428","Diagram Refinements for the Design of Reactive Systems","refinement,abstraction,verification,temporal logic,TLA,diagrams","F"
"429","Correctness of Efficient Real-Time Model Checking","model checking,interactive theorem proving,structured algebraic specifications,correctness proofs,program verification,optimization techniques,invariants,temporal logic","D"
"429","Correctness of Efficient Real-Time Model Checking","model checking,interactive theorem proving,structured algebraic specifications,correctness proofs,program verification,optimization techniques,invariants,temporal logic","F"
"431","The Coalgebraic Class Specification Language CCSL","coalgebra,specification,binary methods,modal logic","D"
"431","The Coalgebraic Class Specification Language CCSL","coalgebra,specification,binary methods,modal logic","F"
"432","Development and Evaluation of Web-based In-Service Training System for Improving the ICT Leadership of Schoolteachers","distance education,teacher training system,Web-based learning,teacher education,training program assessment","K"
"433","Agent-oriented Support Environment in Web-based Collaborative Learning","Collaborative learning environment,coordinator,learning situation,learner,personal learning history","K"
"434","A Synchronous EFL Writing Environment for the Internet","Computer Assisted Language Learning (CALL),learner corpus,voice transmission,co-editing","K"
"435","Towards a Systematic Study of Representational Guidance for Collaborative Learing Discourse","collaborative learning,representational bias,visual languages","K"
"436","An Online Writing Platform for Language Teachers","EFL writin,g,CALL,corpus linguistics,web-based  learning environments","K"
"438","The Message-Minimizing Load Redistribution Problem","parallel processors,high performance computing,load balancing","C"
"438","The Message-Minimizing Load Redistribution Problem","parallel processors,high performance computing,load balancing","F"
"438","The Message-Minimizing Load Redistribution Problem","parallel processors,high performance computing,load balancing","G"
"438","The Message-Minimizing Load Redistribution Problem","parallel processors,high performance computing,load balancing","J"
"439","Computational Complexity of the Place/Transition-Net Symmetry Reduction Method","Petri nets,symmetry,computational complexity","D"
"439","Computational Complexity of the Place/Transition-Net Symmetry Reduction Method","Petri nets,symmetry,computational complexity","F"
"440","Can Knowledge Management Help in Poverty-stricken Countries and Crisis Situations","knowledge management,databases,environmental  issues,poverty,third world,information systems","K"
"442","Computational Geometry - Some Easy Questions and their Recent Solutions","computational geometry,combinatorial geometry,point set data base,minimum-weight triangulation,polygonal skeleton","F"
"443","Telecommunication Services and Service Management Challenges","service management,network management,IP services,telecommunications","C"
"444","Glimpses into the Future of Computer Science Education","education,curriculum,breadth in computer science,women in computer science","K"
"445","180 Wrapped Tubes","Surface reconstruction,geometric design,differential geometry","G"
"446","Graphics Content in Digital Libraries: Old Problems, Recent Solutions, Future Demands","digital libraries,digital documents,3D graphics,graphical information,electronic documents,computer graphics,pattern recognition","H"
"446","Graphics Content in Digital Libraries: Old Problems, Recent Solutions, Future Demands","digital libraries,digital documents,3D graphics,graphical information,electronic documents,computer graphics,pattern recognition","I"
"447","Issues in Compiling","compilers,software/program verification,reusable software,program transformation,program synthesis","D"
"447","Issues in Compiling","compilers,software/program verification,reusable software,program transformation,program synthesis","I"
"449","Animations for Teaching Purposes: Now and Tomorrow","algorithm animation,animation system,annotation capturing,education,multimedia authoring,presentation recording","K"
"451","Will Internet Ever Be Secure ?","Internet security","H"
"452","MPEG and its Relevance for Content-based Multimedia Retrieval","content-based search and retrieval,MPEG,knowledge management,databases","H"
"452","MPEG and its Relevance for Content-based Multimedia Retrieval","content-based search and retrieval,MPEG,knowledge management,databases","K"
"453","Learning in the Learning Organization","multimedia information Systems,office automation,social and behavioral science","H"
"453","Learning in the Learning Organization","multimedia information Systems,office automation,social and behavioral science","J"
"454","Sustainability and Jobs in the Knowledge Economy","information society,knowledge economy,sustainable development,European Union","J"
"455","Mastering the Human Barriers in Knowledge Management","","H"
"456","Knowledge Management in Superorganisms","human resources,IT systems,knowledge management,non-explicit knowledge,organizations,superorganisms","H"
"457","Discovering Knowledge Through Visual Analysis","Information visualization,knowledge management,digital content and media,digital libraries,visual paradigms,higher-order interaction,human-computer interaction","H"
"457","Discovering Knowledge Through Visual Analysis","Information visualization,knowledge management,digital content and media,digital libraries,visual paradigms,higher-order interaction,human-computer interaction","I"
"459","Knowledge Management and Collaborative Virtual Environments","knowl,edge management,computer supported collaborative work,collaborative virtual environments,information capture","C"
"459","Knowledge Management and Collaborative Virtual Environments","knowl,edge management,computer supported collaborative work,collaborative virtual environments,information capture","D"
"459","Knowledge Management and Collaborative Virtual Environments","knowl,edge management,computer supported collaborative work,collaborative virtual environments,information capture","H"
"460","Metadata Standards: What, Who & Why","metadata,learning technology standardization","H"
"461","Personal Digital Libraries and Knowledge Management","personalization,information systems,knowledge management,digital libraries","H"
"461","Personal Digital Libraries and Knowledge Management","personalization,information systems,knowledge management,digital libraries","J"
"462","SEAL-II - The Soft Spot between Richly Structured and Unstructured Knowledge","knowledge portal,ontology","H"
"463","A Guided Tour through the Siemens Business Services Knowledge Management Framework","information systems,knowledge management","H"
"464","New Learning of Adults in the Information and Knowledge Society","new learning,eLearning,knowledge management,self learning,cognitive creativity","K"
"465","Knowledge Management More Effort - More Success?","knowledge management","K"
"468","Test-Design through Abstraction - A Systematic Approach Based on the Refinement Calculus","testing,test-case generation,formal methods,refinement calculus","D"
"469","On Teaching Software Engineering based on Formal Techniques - Thoughts about and Plans for - A Different Software Engineering Text Book","software engineering,formal methods","D"
"469","On Teaching Software Engineering based on Formal Techniques - Thoughts about and Plans for - A Different Software Engineering Text Book","software engineering,formal methods","F"
"470","The Transition from VDL to VDM","formal methods,language definition,VDL,VDM,operational semantics,denotational semantics","D"
"470","The Transition from VDL to VDM","formal methods,language definition,VDL,VDM,operational semantics,denotational semantics","F"
"471","Ten Years of Historical Development ""Bootstrapping"" VDMTools","formal methods,software engineering,VDM,tool support","D"
"472","An Eclectic View of the Irish School of Constructive Mathematics, from [Lucas 1978] to [Mac an Airchinnigh 2001]","constructive mathematics,intuitionistic logic,modelling,topos theory,VDM","F"
"472","An Eclectic View of the Irish School of Constructive Mathematics, from [Lucas 1978] to [Mac an Airchinnigh 2001]","constructive mathematics,intuitionistic logic,modelling,topos theory,VDM","G"
"473","""Bagatelle in C arranged for VDM SoLo""","reverse engineering,denotational semantics,slicing,algebra of programming","D"
"473","""Bagatelle in C arranged for VDM SoLo""","reverse engineering,denotational semantics,slicing,algebra of programming","F"
"474","Data Distribution Specification for High Performance Computing","parallel architectures,distributed memory,high performance computing,data distribution","C"
"475","Towards a Virtual University","computers in education,virtual delivery of courses,multimedia course materials,mixed mode teaching,virtual university","K"
"476","Three Variants of the DT0L Sequence Equivalence Problem","Lindenmayer system,equivalence problem,decidability","F"
"477","How Do Frequency and Duration of Messaging Affect Impression Development in Computer-Mediated Communication?","frequency of messaging,duration of messaging,impression development,nonverbal cues,computer-mediated communication,social-emotion-oriented model,social inform,ation processing model","C"
"477","How Do Frequency and Duration of Messaging Affect Impression Development in Computer-Mediated Communication?","frequency of messaging,duration of messaging,impression development,nonverbal cues,computer-mediated communication,social-emotion-oriented model,social inform,ation processing model","J"
"477","How Do Frequency and Duration of Messaging Affect Impression Development in Computer-Mediated Communication?","frequency of messaging,duration of messaging,impression development,nonverbal cues,computer-mediated communication,social-emotion-oriented model,social inform,ation processing model","K"
"480","A Neural Abstract Machine","neural networks,neural abstract machine,abstract state machines,distributed computation","D"
"480","A Neural Abstract Machine","neural networks,neural abstract machine,abstract state machines,distributed computation","F"
"480","A Neural Abstract Machine","neural networks,neural abstract machine,abstract state machines,distributed computation","I"
"481","Formal Definition of SDL-2000 - Compiling and Running SDL Specifications as ASM Models","SDL,Specification and Description Language,ASM,Abstract State Machines,FDT,Formal Description Technique,Formal Semantics","D"
"481","Formal Definition of SDL-2000 - Compiling and Running SDL Specifications as ASM Models","SDL,Specification and Description Language,ASM,Abstract State Machines,FDT,Formal Description Technique,Formal Semantics","F"
"482","ASM-Based Testing: Coverage Criteria and Automatic Test Sequence","testing,test sequence generation,formal methods,Abstract State Machines","D"
"483","Partial Updates: Exploration","Abstract state machine,AsmL,ASM thesis,partial updates,submachines,synchronous parallelism,updates","D"
"483","Partial Updates: Exploration","Abstract state machine,AsmL,ASM thesis,partial updates,submachines,synchronous parallelism,updates","F"
"484","Verification of ASM Refinements Using Generalized Forward Simulation","refine,ment,forward simulation,data refinement,commuting diagrams,Abstract State Machines,transition systems,I/O-Automata,dynamic logic,correctness proofs,interactive theorem proving,compiler cerification","D"
"484","Verification of ASM Refinements Using Generalized Forward Simulation","refine,ment,forward simulation,data refinement,commuting diagrams,Abstract State Machines,transition systems,I/O-Automata,dynamic logic,correctness proofs,interactive theorem proving,compiler cerification","F"
"485","Compiling Abstract State Machines to C++","abstract state machines,ASM-Workbench,FALKO","D"
"486","A Logic for Abstract State Machines","Abstract State Machines,dynamic logic,modal logic,logical foundations of specification languages","D"
"486","A Logic for Abstract State Machines","Abstract State Machines,dynamic logic,modal logic,logical foundations of specification languages","F"
"487","An Abstract State Machine Specification and Verification of the Location Consistency Memory Model and Cache Protocol","requirements/specifications,multiprocessors,shared memory,cache memories","B"
"487","An Abstract State Machine Specification and Verification of the Location Consistency Memory Model and Cache Protocol","requirements/specifications,multiprocessors,shared memory,cache memories","C"
"487","An Abstract State Machine Specification and Verification of the Location Consistency Memory Model and Cache Protocol","requirements/specifications,multiprocessors,shared memory,cache memories","D"
"488","A Generic NP-hardness Proof for a Variant of Graph Coloring","NP-completeness,computational complexity,graphs,education","F"
"489","Transclusions in the 21st Century","transclusion,Hyperwave Information Server","H"
"491","Codifiable Languages and the Parikh Matrix Mapping","the Parikh mapping,the Parikh matrix mapping,injectivity","F"
"491","Codifiable Languages and the Parikh Matrix Mapping","the Parikh mapping,the Parikh matrix mapping,injectivity","G"
"492","Efficient Measure Learning","learning theory","I"
"493","Determinism, Nondeterminism, Alternation, and Counting","theory of computation,computational complexity,alternating Turing machines,counting classes","F"
"494","More Than WORDs - Collaborative Tailoring of a Word Processor","Tailoring,CSCW,Groupware","H"
"495","On Speculation Control in Simultaneous Multithreaded Processors","simultaneous multithreading,SMT,multimedia  extension,MPEG-2 video decompression,speculation control","C"
"498","The Price of Routing in FPGAs","FPGA,reconfigurable computing,routing resources,hardware complexity","B"
"500","The Information Society as a Complex System","complexity,information society","K"
"501","Wonders of the Invisible Workplace: IT and Process Reinvention","management of computing and information systems,information systems,computers and society,computers and education","C"
"501","Wonders of the Invisible Workplace: IT and Process Reinvention","management of computing and information systems,information systems,computers and society,computers and education","H"
"501","Wonders of the Invisible Workplace: IT and Process Reinvention","management of computing and information systems,information systems,computers and society,computers and education","J"
"501","Wonders of the Invisible Workplace: IT and Process Reinvention","management of computing and information systems,information systems,computers and society,computers and education","K"
"502","Electronic Submission, Managing and Approval of Grant Proposals at the German Research Foundation based on Standard Internet and Office Tools","","H"
"503","Integrated Applications of Electronic Structure Computations in the Undergraduate Chemistry Curriculum","academic Computing,chemistry,electronic structure computations,undergraduate chemistry curriculum","J"
"504","Perceptions about Internet Use by Teaching Faculty at Small Christian Colleges and Universities","","A"
"504","Perceptions about Internet Use by Teaching Faculty at Small Christian Colleges and Universities","","K"
"505","Methodologies and Tools For Continuous Improvement of Systems","accreditation,assessment,business reengineering,collaborative work,consciousness models,continuous improvement,education,embedded system,hierarchy theory,knowledge engineering,life cycle,management,methodology,operations support system (OSS),portfolio,productivity,reverse engineering,software engineering,system engineering,tools,use case","A"
"505","Methodologies and Tools For Continuous Improvement of Systems","accreditation,assessment,business reengineering,collaborative work,consciousness models,continuous improvement,education,embedded system,hierarchy theory,knowledge engineering,life cycle,management,methodology,operations support system (OSS),portfolio,productivity,reverse engineering,software engineering,system engineering,tools,use case","H"
"505","Methodologies and Tools For Continuous Improvement of Systems","accreditation,assessment,business reengineering,collaborative work,consciousness models,continuous improvement,education,embedded system,hierarchy theory,knowledge engineering,life cycle,management,methodology,operations support system (OSS),portfolio,productivity,reverse engineering,software engineering,system engineering,tools,use case","I"
"505","Methodologies and Tools For Continuous Improvement of Systems","accreditation,assessment,business reengineering,collaborative work,consciousness models,continuous improvement,education,embedded system,hierarchy theory,knowledge engineering,life cycle,management,methodology,operations support system (OSS),portfolio,productivity,reverse engineering,software engineering,system engineering,tools,use case","K"
"506","Coffein: Construction and Presentation of Design Knowledge","visual language,knowledge construction,multi-expert system,scientific visualization,knowledge based sysem,life-long-learning,information systems","H"
"507","A New Approach to Communicating X-Machines Systems","communicating X-machine systems,concurrent processes,communication using channels","D"
"507","A New Approach to Communicating X-Machines Systems","communicating X-machine systems,concurrent processes,communication using channels","F"
"507","A New Approach to Communicating X-Machines Systems","communicating X-machine systems,concurrent processes,communication using channels","H"
"508","Treeworld: A Conceptual Model for Large-Scale Hypermedia","conceptual model,navigation,world wide web,large-scale hypermedia,3-d glasses,search,relevance structuring,hierarchy,focus + context,visualisation,teleportation,Treeworld","H"
"509","Knowledge Management and Environmental Informatics","knowledge management,information systems,data bases,environmetal data,visualization","H"
"509","Knowledge Management and Environmental Informatics","knowledge management,information systems,data bases,environmetal data,visualization","J"
"511","Performance of RDBMS-WWW Interfaces under Heavy Workload","WWW,RDBMS,gateway,SQL,CGI,Server API,Java,performance","H"
"512","Invariant Patterns in Crystal Lattices: Implications for Protein Folding Algorithms","Protein folding,lattice models,HP model,approximation algorithm","F"
"512","Invariant Patterns in Crystal Lattices: Implications for Protein Folding Algorithms","Protein folding,lattice models,HP model,approximation algorithm","J"
"514","Capturing Requirements by Abstract State Machines: The Light Control Case Study","requirements,ASM,light control,case study,refinement","D"
"517","Applying the SCR Requirements Method to the Light Control Case Study","software,software engineering,requirements,specifications,tools and techniques,formal verification","D"
"518","Application of the FOREST Approach to the Light Control Case Study","formal requirements specification,problem specification,real-time temporal logic,object-orientation","C"
"518","Application of the FOREST Approach to the Light Control Case Study","formal requirements specification,problem specification,real-time temporal logic,object-orientation","D"
"518","Application of the FOREST Approach to the Light Control Case Study","formal requirements specification,problem specification,real-time temporal logic,object-orientation","F"
"520","Incremental Development of Real-Time Requirements: The Light Control Case Study","requirements engineering,formal specification,refinement,embedded systems,real-time systems","C"
"520","Incremental Development of Real-Time Requirements: The Light Control Case Study","requirements engineering,formal specification,refinement,embedded systems,real-time systems","D"
"520","Incremental Development of Real-Time Requirements: The Light Control Case Study","requirements engineering,formal specification,refinement,embedded systems,real-time systems","J"
"521","Requirements Capture and Evaluation in Nimbus: The Light-Control Case Study","light control system,specification-based prototyping,formal requirements modeling,state-based specification languages,requirements execution and simulation","D"
"522","Analyzing the Light Control System with PVS","requirements engineering,specification,PVS","D"
"523","Efficient Identification of Classes of P-Time Functions","learning theory","I"
"524","Syntax, Parsing and Production of Natural Language in a Framework of Information Compression by Multiple Alignment, Unification and Search","natural language,syntax,par,sing,production,multiple alignment,unification,information compression,MML,MDL","I"
"525","The kth-Order Nonhomomorphicity of S-Boxes","Boolean Functions,cryptanalysis,cryptography,nonhomomorphicity,S-boxes","E"
"528","On Dynamic Speculative Thread Partitioning and the MEM-Slicing Algorithm","analysis and design aids,control structure performance,architectures,multiprocessor","B"
"528","On Dynamic Speculative Thread Partitioning and the MEM-Slicing Algorithm","analysis and design aids,control structure performance,architectures,multiprocessor","C"
"529","Data Driven Network Of Workstations (D<sup%gt;2</SUP>NOW)","multithreading,NOW,distributed shared memory","B"
"529","Data Driven Network Of Workstations (D<sup%gt;2</SUP>NOW)","multithreading,NOW,distributed shared memory","C"
"530","Performance of Switch Blocking on Multithreaded Architectures","algorithms,performance,theory-barriers,blocking,competitive analysis,locks,producer_consumer synchronization,spinning,waiting time","C"
"530","Performance of Switch Blocking on Multithreaded Architectures","algorithms,performance,theory-barriers,blocking,competitive analysis,locks,producer_consumer synchronization,spinning,waiting time","D"
"531","Execution and Cache Performance of the Scheduled Dataflow Architecture","multithreaded architectures,dataflow architectures,superscalars,decoupled architectures,memory latency","C"
"531","Execution and Cache Performance of the Scheduled Dataflow Architecture","multithreaded architectures,dataflow architectures,superscalars,decoupled architectures,memory latency","D"
"534","MSparc: Multithreading in Real-Time Architectures","MSparc,multithreading,real-time systems,rapid  prototyping","C"
"535","Grammar Systems with Negated Conditions in their Cooperation Protocols","formal languages,grammar systems,programmed grammars,regulated rewriting","F"
"536","Incompleteness in Linear Time","incompleteness,linear time,computational complexity","F"
"537","Active Documents: Concept, Implementation and Applications","eLearning,WBT,web based teaching,knowledge management","H"
"537","Active Documents: Concept, Implementation and Applications","eLearning,WBT,web based teaching,knowledge management","J"
"537","Active Documents: Concept, Implementation and Applications","eLearning,WBT,web based teaching,knowledge management","K"
"538","Some Elements of Z Specification Style: Structuring Techniques","formal specification,Z notation,specification structure","D"
"538","Some Elements of Z Specification Style: Structuring Techniques","formal specification,Z notation,specification structure","F"
"539","New Tools for Cellular Automata in the Hyperbolic Plane","hyperbolic plane,tessellations,cellular automata","F"
